"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","LSDNUM","LSDNUM_","LSDCODE","LSDCODE_","MODELYR","MODELYR_","PRCBSNSZ","PRCB_NSZ","NUMPAY","NUMPAY_","PMTMONTH","PMTM_NTH","PAYEXPX","PAYEXPX_","PAYTIME","PAYTIME_","EMPLYEXP","EMPL_EXP","TRADEEXP","TRAD_EXP","DOWNEXP","DOWNEXP_","DNEMPEXP","DNEM_EXP","LSDENDMO","LSDE_DMO","QADPMT1X","QADP_T1X","QADPMT2X","QADP_T2X","QADPMT3X","QADP_T3X","QEXTRA1X","QEXT_A1X","QEXTRA2X","QEXT_A2X","QEXTRA3X","QEXT_A3X","QADDOWNX","QADD_WNX","QADFEEX","QADFEEX_","MKMDEL","MKMDEL_","LSDENDYR","LSDE_DYR","PMTYEAR","PMTYEAR_"
"20142",2731854,23,0,"5","01","D","105","D","2011","D",.,"A",39,"D","10","D",305,"D","3","D",.,"A",.,"A",4000,"D",.,"A",,"A",305,"D",305,"D",305,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","INFAN","D",,"A","2011","D"
"20142",2732044,11,0,"5","01","D","105","D","2014","D",0.5,"D",36,"D","12","D",364,"D","3","D",.,"A",.,"A",3500,"D",.,"A",,"A",364,"D",364,"D",364,"D",.,"A",.,"A",.,"A",3500,"D",.,"A","BMWAY","D",,"A","2013","D"
"20142",2732694,19,0,"5","01","D","105","D","2012","D",.,"A",36,"D","12","D",599,"D","3","D",.,"A",7000,"D",3000,"D",.,"A",,"A",599,"D",599,"D",599,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","CADAM","D",,"A","2012","D"
"20142",2733574,30,0,"5","01","D","105","D","2012","D",0.9,"D",24,"D","07","D",100,"D","3","D",600,"D",.,"A",.,"A",.,"A",,"A",1000,"F",1000,"F",1000,"F",.,"A",.,"A",.,"A",.,"A",.,"A","FORBC","D",,"A","2013","D"
"20142",2733624,18,0,"5","01","D","105","D","2013","D",.,"A",48,"D","01","D",850,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",850,"D",850,"D",850,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","JAGAF","D",,"A","2013","D"
"20142",2734064,17,0,"5","01","D","105","D","2004","D",.,"A",.,"C","04","F",25000,"D","7","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2008","D"
"20142",2734064,18,0,"5","02","D","105","D",,"C",.,"A",1,"D","05","D",6000,"D","7","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAR","D",,"A","2010","D"
"20142",2734064,19,0,"5","03","D","105","D",,"C",.,"A",1,"D","04","F",5500,"D","7","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A","2011","D"
"20142",2734064,20,0,"5","04","D","105","D",,"C",.,"A",1,"D","04","F",3000,"D","7","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","NISAN","D",,"A","2012","D"
"20142",2734184,25,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",422,"D","3","D",.,"A",.,"A",600,"D",.,"A",,"A",422,"D",422,"D",422,"D",.,"A",.,"A",.,"A",600,"D",.,"A","BMWAA","D",,"A","2013","D"
"20142",2735054,20,0,"5","01","D","105","D",,"C",.,"A",.,"C","07","F",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",488,"F",488,"F",488,"F",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A","2010","D"
"20142",2735244,17,0,"5","01","D","105","D","2011","D",.,"A",36,"D","06","D",270,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",270,"D",270,"D",270,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","JEEAK","D",,"A","2011","D"
"20142",2735244,18,0,"5","02","D","105","D","2011","D",.,"A",36,"D","06","D",268,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",268,"D",268,"D",268,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","CHRAL","D",,"A","2011","D"
"20142",2735964,19,0,"5","01","D","105","D","2012","D",.,"A",42,"D","12","D",460,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",460,"D",460,"D",460,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAW","D",,"A","2011","D"
"20142",2736614,18,0,"5","01","D","105","D","2014","D",.,"A",22,"D","10","D",900,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",900,"D",900,"D",900,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAJ","D",,"A","2013","D"
"20142",2736824,16,0,"5","01","D","105","D","2014","D",.,"A",48,"D","03","D",360,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",360,"D",360,"D",360,"D",1,"D",1,"D",1,"D",2000,"D",.,"A","MAZAP","D",,"A","2014","D"
"20142",2737004,16,0,"5","01","D","105","D","2011","D",.,"A",36,"D","05","D",300,"D","3","D",.,"A",6500,"D",6500,"D",.,"A",,"A",300,"D",300,"D",300,"D",.,"A",.,"A",.,"A",6500,"D",.,"A","NISAW","D",,"A","2013","D"
"20142",2737004,17,0,"5","02","D","105","D","2009","D",.,"A",48,"D","03","D",540,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",540,"D",540,"D",540,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","CHEBD","D",,"A","2012","D"
"20142",2737004,18,0,"5","03","D","105","D","2008","D",.,"A",36,"D","05","D",0,"D","3","D",.,"A",10000,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2010","D"
"20142",2737004,19,0,"5","04","D","105","D","2000","D",.,"A",36,"D","12","D",0,"D","3","D",.,"A",.,"A",2500,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2500,"D",.,"A","TOYAR","D",,"A","2001","D"
"20142",2738214,10,0,"5","01","D","105","D","2006","D",.,"A",.,"C","11","F",455,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",455,"D",455,"D",455,"D",.,"A",.,"A",.,"A",.,"B",.,"A","DODAD","D",,"A","2010","D"
"20142",2739074,12,0,"5","01","D","105","D","2013","D",.,"A",36,"D","07","D",621,"D","3","D",.,"A",3000,"D",.,"A",.,"A",,"A",621,"D",621,"D",621,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CADAM","D",,"A","2013","D"
"20142",2739125,16,0,"5","01","D","105","D","2013","D",.,"A",36,"D","12","D",275,"D","3","D",.,"A",900,"D",1000,"D",.,"A",,"A",275,"D",275,"D",275,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","MINAA","D",,"A","2012","D"
"20142",2739224,11,0,"5","01","D","105","D","2014","D",.,"A",36,"D","01","D",695,"D","3","D",.,"A",32000,"D",.,"A",.,"A",,"A",695,"D",695,"D",695,"D",.,"A",.,"A",.,"A",.,"A",.,"A","DODAX","D",,"A","2014","D"
"20142",2739714,26,0,"5","01","D","105","D","2011","D",0.5,"D",37,"D","12","D",431,"D","3","D",.,"A",.,"C",4000,"D",.,"A","05","D",431,"D",431,"D",431,"D",.,"A",.,"A",.,"A",4000,"D",.,"A","TOYAU","D",,"A","2011","D"
"20142",2739714,27,0,"1","02","D","105","D","2015","D",0.8,"D",36,"D","07","D",451,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAU","D",,"A","2014","D"
"20142",2741044,19,0,"5","01","D","105","D","2011","D",.,"A",36,"D","11","F",500,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","ACUAK","D",,"A","2011","D"
"20142",2742654,49,0,"5","02","D","105","D","2012","D",.,"A",24,"D","07","D",347,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",347,"D",347,"D",347,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LINAL","D",,"A","2012","D"
"20142",2742654,50,0,"5","03","D","105","D","2014","D",0.5,"D",24,"D","02","D",361,"D","3","D",.,"A",.,"A",925,"D",.,"A",,"A",361,"D",361,"D",361,"D",12,"D",12,"D",12,"D",925,"D",.,"A","LINAL","D",,"A","2014","D"
"20142",2743384,19,0,"5","01","D","105","D","2013","D",.,"A",12,"D","01","D",468,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",468,"D",468,"D",468,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAN","D",,"A","2013","D"
"20142",2743594,17,0,"5","01","D","105","D","2011","D",.,"A",39,"D","05","D",360,"D","3","D",.,"A",.,"A",.,"C",.,"A","04","D",360,"D",360,"D",.,"A",.,"A",.,"A",.,"A",.,"B",.,"A","GMCAP","D",,"A","2011","D"
"20142",2743594,18,0,"1","02","D","105","D","2014","D",.,"A",36,"D","05","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAP","D",,"A","2014","D"
"20142",2743904,21,0,"5","01","D","105","D","2001","D",.,"A",36,"D","06","D",350,"D","3","D",.,"A",800,"D",1000,"D",.,"A","05","D",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","CHEAD","D",,"A","2012","D"
"20142",2743904,22,0,"1","02","D","105","D","2009","D",.,"A",36,"D","06","D",337,"D","3","D",.,"A",1000,"D",500,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",500,"D",.,"A","PONAR","D",,"A","2014","D"
"20142",2743934,15,0,"5","01","D","105","D","2013","D",.,"A",36,"D","11","D",350,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FIAXX","D",,"A","2013","D"
"20142",2744274,28,0,"5","01","D","105","D","2012","D",.,"A",48,"D","11","D",279,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",279,"D",279,"D",279,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAN","D",,"A","2011","D"
"20142",2744524,17,0,"5","01","D","105","D","2013","D",.,"A",39,"D","10","D",376,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",376,"D",376,"D",376,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBP","D",,"A","2013","D"
"20142",2745234,21,0,"5","02","D","105","D","2014","D",.,"A",24,"D","01","D",219,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",219,"D",219,"D",219,"D",.,"A",.,"A",.,"A",.,"A",.,"A","GMCAP","D",,"A","2014","D"
"20142",2745384,12,0,"5","01","D","105","D","2012","D",.,"A",36,"D","07","D",450,"D","3","D",.,"A",1000,"D",.,"A",.,"A",,"A",450,"D",450,"D",450,"D",.,"A",.,"A",.,"A",.,"A",.,"A","INFAN","D",,"A","2012","D"
"20142",2746624,37,0,"5","01","D","105","D","2011","D",.,"A",42,"D","07","D",210,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",210,"D",210,"D",210,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CADAL","D",,"A","2011","D"
"20142",2746624,38,0,"1","02","D","105","D","2014","D",.,"A",36,"D","05","D",385,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",385,"D",.,"A",.,"A",44,"D",.,"A",.,"A","SUBAN","D",,"A","2014","D"
"20142",2746814,33,0,"1","01","D","105","D","2011","D",.,"A",36,"D","11","D",671,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",671,"D",671,"D",671,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAA","D",,"A","2010","D"
"20142",2747713,8,0,"5","01","D","105","D","2006","D",.,"A",60,"D","03","D",286,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",286,"D",286,"D",286,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAP","D",,"A","2011","D"
"20142",2747713,9,0,"5","02","D","105","D","1999","D",.,"A",36,"D","10","D",200,"D","3","D",.,"A",.,"A",.,"A",.,"A","03","D",200,"D",200,"D",200,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAR","D",,"A","2008","D"
"20142",2748343,25,0,"5","01","D","105","D","2012","D",.,"A",36,"D","09","D",260,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",260,"D",260,"D",260,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","VOKAI","D",,"A","2012","D"
"20142",2748363,16,0,"5","01","D","105","D","2012","D",.,"A",39,"D","06","D",175,"D","3","D",.,"A",.,"C",.,"A",.,"A","03","D",175,"D",175,"D",175,"D",.,"A",.,"A",.,"A",.,"A",.,"A","NISAD","D",,"A","2012","D"
"20142",2748363,17,0,"1","02","D","105","D","2014","D",.,"A",39,"D","04","D",346,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","NISAQ","D",,"A","2014","D"
"20142",2748643,17,0,"1","01","D","105","D","2014","D",0.2,"D",36,"D","05","D",303,"D","3","D",.,"A",5000,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAP","D",,"A","2014","D"
"20142",2749003,31,0,"5","01","D","105","D","2012","D",0.6,"D",36,"D","05","D",908,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",908,"D",908,"D",908,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BMWAB","D",,"A","2012","D"
"20142",2749033,5,0,"1","01","D","105","D","2012","D",.,"A",36,"D","06","D",325,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",325,"D",325,"D",325,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAN","D",,"A","2012","D"
"20142",2749043,12,0,"5","01","D","105","D","2012","D",.,"A",39,"D","05","D",318,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",318,"D",318,"D",318,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBP","D",,"A","2012","D"
"20142",2749103,8,0,"1","01","D","105","D","2013","D",.,"A",36,"D","02","D",400,"D","3","D",.,"A",1500,"F",1000,"D",.,"A",,"A",.,"A",400,"D",400,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","FORBK","D",,"A","2014","D"
"20142",2749283,19,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","D",320,"D","3","D",.,"A",1200,"D",.,"A",.,"A","01","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","INFXX","D",,"A","2014","D"
"20142",2749843,3,0,"1","01","D","105","D",,"C",.,"A",.,"C","04","F",120,"D",,"C",.,"A",.,"A",.,"A",.,"A",,"A",120,"D",120,"D",120,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAN","D",,"A","2013","F"
"20142",2749883,10,0,"5","01","D","105","D","2012","D",.,"A",36,"D","05","D",230,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2012","D"
"20142",2750853,18,0,"5","01","D","105","D","2011","D",.,"A",24,"D","02","D",.,"C","3","D",.,"A",.,"A",.,"A",.,"A",,"A",199,"F",199,"F",199,"F",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAN","D",,"A","2012","D"
"20142",2750993,9,0,"1","01","D","105","D","2013","D",0.7,"D",36,"D","09","D",628,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",628,"D",628,"D",628,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MRBAZ","D",,"A","2013","D"
"20142",2751203,21,0,"5","01","D","105","D","2012","D",.,"A",36,"D","04","D",269,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",269,"D",269,"D",269,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAS","D",,"A","2012","D"
"20142",2751843,21,0,"5","01","D","105","D","2012","D",0.5,"D",18,"D","04","D",490,"D","3","D",350,"D",10000,"D",2000,"D",.,"A","02","D",140,"D",140,"D",.,"A",.,"A",.,"A",.,"A",2000,"D",114,"D","INFAH","D",,"A","2012","D"
"20142",2752683,12,0,"5","01","D","105","D","2013","D",.,"A",36,"D","11","D",310,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",310,"D",310,"D",310,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAX","D",,"A","2013","D"
"20142",2752813,21,0,"1","01","D","105","D",,"C",.,"A",.,"C","06","F",230,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",230,"D",230,"D",230,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBT","D",,"A","2012","F"
"20142",2752823,21,0,"5","01","D","105","D","2011","D",.,"A",60,"D","07","D",477,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",477,"D",477,"D",477,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAC","D",,"A","2011","D"
"20142",2752903,10,0,"5","01","D","105","D","2013","D",.,"A",36,"D","07","D",550,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",550,"D",550,"D",550,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAE","D",,"A","2012","D"
"20142",2753623,27,0,"5","01","D","105","D","2012","D",.,"A",36,"D","05","D",397,"D","3","D",.,"A",.,"A",1,"D",.,"A",,"A",397,"D",397,"D",397,"D",.,"A",.,"A",.,"A",1,"D",.,"A","HONAA","D",,"A","2012","D"
"20142",2753783,23,0,"5","01","D","105","D","2014","D",.,"A",39,"D","11","D",610,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",610,"D",610,"D",610,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CADAR","D",,"A","2013","D"
"20142",2754213,18,0,"5","01","D","105","D","2012","D",.,"A",36,"D","01","D",268,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",268,"D",268,"D",268,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAI","D",,"A","2012","D"
"20142",2754543,8,0,"5","01","D","105","D","2013","D",.,"A",48,"D","09","D",425,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",425,"D",425,"D",425,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SCIAF","D",,"A","2013","D"
"20142",2754743,68,0,"5","01","D","105","D","2012","D",.,"A",36,"D","11","D",305,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",305,"D",305,"D",305,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAG","D",,"A","2012","D"
"20142",2755783,12,0,"5","01","D","105","D","2013","D",.,"A",36,"D","09","D",348,"D","3","D",.,"A",2300,"D",3000,"D",.,"A",,"A",348,"D",348,"D",348,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","CADAM","D",,"A","2013","D"
"20142",2756053,11,0,"5","01","D","105","D","2011","D",.,"A",39,"D","01","D",321,"D","3","D",.,"A",.,"A",.,"A",.,"A","03","D",321,"D",321,"D",321,"D",.,"A",.,"A",.,"A",.,"A",.,"A","BUIAN","D",,"A","2012","D"
"20142",2756183,18,0,"5","01","D","105","D","2014","D",.,"A",36,"D","10","D",240,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",240,"D",240,"D",240,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAH","D",,"A","2013","D"
"20142",2756373,18,0,"5","01","D","105","D","2012","D",.,"A",48,"D","06","D",289,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",289,"D",289,"D",289,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAP","D",,"A","2012","D"
"20142",2756803,18,0,"5","01","D","105","D","2013","D",.,"A",36,"D","04","D",235,"D","3","D",.,"A",5000,"D",.,"A",.,"A",,"A",235,"D",235,"D",235,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEAS","D",,"A","2013","D"
"20142",2756833,14,0,"5","01","D","105","D","2013","D",0.75,"D",36,"D","10","D",.,"C","3","D",.,"A",.,"A",.,"C",.,"A",,"A",850,"F",850,"F",850,"F",.,"A",.,"A",.,"A",.,"B",.,"A","LEXAE","D",,"A","2013","D"
"20142",2757183,18,0,"5","01","D","105","D","2011","D",.,"A",48,"D","06","D",567,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",567,"D",567,"D",567,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOVAC","D",,"A","2010","D"
"20142",2757503,13,0,"5","01","D","105","D","2012","D",.,"A",36,"D","04","D",420,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",420,"D",420,"D",420,"D",.,"A",.,"A",.,"A",.,"A",.,"A","TOYAU","D",,"A","2012","D"
"20142",2757683,13,0,"1","01","D","105","D","2013","D",.,"A",36,"D","03","D",275,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",275,"D",275,"D",275,"D",.,"A",.,"A",.,"A",.,"A",.,"A","VOKAK","D",,"A","2013","D"
"20142",2758273,15,0,"5","01","D","105","D","2014","D",.,"A",36,"D","11","D",430,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","HONAI","D",,"A","2014","D"
"20142",2758273,16,0,"5","02","D","105","D","2014","D",.,"A",48,"D","01","D",232,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",232,"D",232,"D",232,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAB","D",,"A","2014","D"
"20142",2758283,15,0,"5","01","D","105","D","2012","D",.,"A",36,"D","12","D",314,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",314,"D",314,"D",314,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","ACUAK","D",,"A","2011","D"
"20142",2758443,9,0,"5","01","D","105","D","2012","D",.,"A",36,"D","12","D",500,"D","3","D",.,"A",.,"A",4200,"D",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",4200,"D",.,"A","HONAI","D",,"A","2011","D"
"20142",2758553,13,0,"5","01","D","105","D","2012","D",.,"A",36,"D","08","D",549,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",549,"D",549,"D",549,"D",.,"A",.,"A",.,"A",5000,"D",.,"A","BMWAA","D",,"A","2012","D"
"20142",2759843,20,0,"5","01","D","105","D","2011","D",.,"A",36,"D","08","D",352,"D","3","D",.,"A",.,"A",3000,"D",.,"A",,"A",352,"D",352,"D",352,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","HONAB","D",,"A","2011","D"
"20142",2761223,8,0,"5","01","D","105","D",,"C",.,"A",.,"C","01","F",550,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",550,"D",550,"D",550,"D",.,"A",.,"A",.,"A",.,"B",.,"A","FORAK","D",,"A","2013","F"
"20142",2762113,24,0,"5","01","D","105","D","2013","D",.,"A",60,"D","07","D",300,"D","3","D",.,"A",.,"A",5000,"D",.,"A",,"A",300,"D",300,"D",300,"D",55,"D",55,"D",55,"D",5000,"D",.,"A","GMCAP","D",,"A","2012","D"
"20142",2763423,9,0,"5","01","D","105","D","2013","D",.,"A",.,"C","04","D",330,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",330,"D",330,"D",330,"D",.,"A",.,"A",.,"A",.,"A",.,"A","MAZAX","D",,"A","2013","D"
"20142",2764003,20,0,"5","01","D","105","D","2013","D",0.1,"D",36,"D","07","D",449,"D","3","D",.,"A",.,"A",2400,"D",.,"A",,"A",449,"D",449,"D",449,"D",.,"A",.,"A",.,"A",2400,"D",.,"A","HONAI","D",,"A","2013","D"
"20142",2764233,12,0,"5","01","D","105","D","2014","D",.,"A",36,"D","10","D",245,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",245,"D",245,"D",245,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","HYUAE","D",,"A","2013","D"
"20142",2764233,13,0,"5","02","D","105","D","2014","D",.,"A",48,"D","06","D",309,"D","3","D",.,"A",6000,"D",.,"A",.,"A",,"A",309,"D",309,"D",309,"D",.,"A",.,"A",.,"A",.,"A",.,"A","SUBAC","D",,"A","2013","D"
"20142",2765123,18,0,"5","01","D","105","D","2010","D",.,"A",72,"D","03","D",372,"D","3","D",.,"A",.,"A",2000,"D",.,"A",,"A",372,"D",372,"D",372,"D",.,"A",.,"A",.,"A",2000,"D",.,"A","LINAE","D",,"A","2013","D"
"20142",2765173,17,0,"5","01","D","105","D","2012","D",.,"A",36,"D","11","D",350,"D","3","D",.,"A",.,"C",.,"A",.,"A",,"A",350,"D",350,"D",350,"D",.,"A",.,"A",.,"A",.,"A",.,"A","FORAM","D",,"A","2012","D"
"20142",2765563,20,0,"5","01","D","105","D","2012","D",.,"A",36,"D","12","D",360,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",360,"D",360,"D",360,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAA","D",,"A","2012","D"
"20142",2765833,7,0,"5","01","D","105","D","2003","D",.,"A",72,"D","02","D",328,"D","3","D",.,"A",.,"A",1000,"D",.,"A",,"A",328,"D",328,"D",328,"D",.,"A",.,"A",.,"A",1000,"D",.,"A","FORAM","D",,"A","2007","D"
"20142",2766403,10,0,"5","01","D","105","D","2012","D",.,"A",36,"D","10","D",596,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",596,"D",596,"D",596,"D",.,"A",.,"A",.,"A",.,"A",.,"A","HONAG","D",,"A","2011","D"
"20142",2766403,11,0,"1","02","D","105","D","2014","D",.,"A",60,"D","04","D",200,"D","3","D",.,"A",18000,"D",3000,"D",.,"A",,"A",.,"A",.,"A",200,"D",.,"A",.,"A",.,"A",3000,"D",.,"A","NISBC","D",,"A","2014","D"
"20142",2768443,14,0,"5","01","D","105","D","2014","D",.,"A",36,"D","12","D",270,"D","3","D",.,"A",.,"A",450,"D",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",450,"D",.,"A","JEEAK","D",,"A","2014","D"
"20142",2768583,10,0,"5","01","D","105","D","2013","D",.,"A",36,"D","10","D",277,"D","3","D",.,"A",.,"A",500,"D",.,"A",,"A",277,"D",277,"D",277,"D",.,"A",.,"A",.,"A",500,"D",.,"A","TOYAC","D",,"A","2013","D"
"20142",2768623,33,0,"1","01","D","105","D","2014","D",.,"A",60,"D","05","D",495,"D","3","D",.,"A",2500,"D",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","FORAM","D",,"A","2014","D"
"20142",2768993,15,0,"5","01","D","105","D","2011","D",.,"A",36,"D","04","F",400,"D","3","D",.,"A",.,"A",.,"C",.,"A",,"A",400,"D",400,"D",400,"D",.,"A",.,"A",.,"A",.,"B",.,"A","MRBAI","D",,"A","2011","D"
"20142",2768993,16,0,"5","02","D","105","D","2011","D",.,"A",36,"D","09","F",500,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",500,"D",500,"D",500,"D",.,"A",.,"A",.,"A",.,"A",.,"A","LEXAA","D",,"A","2010","D"
"20142",2769203,22,0,"5","01","D","105","D","2013","D",.,"A",36,"D","05","D",324,"D","3","D",.,"A",.,"A",.,"A",.,"A",,"A",324,"D",324,"D",324,"D",.,"A",.,"A",.,"A",.,"A",.,"A","CHEBS","D",,"A","2013","D"
